make,model,series,body,year_from,year_to,engine_code,engine_litres,engine_kw,trim_code,drivetrain,front_pads,rear_pads,park_brake_shoes,notes
Mazda,CX-7,ER,SUV,2009,2013,MZR-CD,2.2,136,,AWD,DB1916,DB1917,,Std. 4-Wheel Disc
Mazda,CX-60,KH,SUV,2022,,e-SKYACTIV-D MHEV,3.3,187,,AWD,DB2765,DB2886,,Std. 4-Wheel Disc
Mazda,CX-60,KH,SUV,2022,,SKYACTIV,2.5,241,,AWD,DB2765,DB2886,,Std. 4-Wheel Disc
Mazda,CX-5,"KF, KE",SUV,2022,,,2.5,140,,FWD,DB1916,DB2414,,Std. 4-Wheel Disc
Mazda,CX-60,KH,SUV,2023,,e-SKYACTIV-G MHEV,3.3,209,,AWD,DB2765,DB2886,,Std. 4-Wheel Disc
Mazda,CX-8,"KG, ZV",SUV,2017,,D,2.2,140,,AWD,DB1916,DB2485,,Std. 4-Wheel Disc
Mazda,CX-7,ER,SUV,2009,2013,MZR,2.5,120,,FWD,DB1916,DB1917,,Std. 4-Wheel Disc
Mazda,CX-8,"KG, ZV",SUV,2018,,SKYACTIV-G,2.5,140,,FWD,DB1916,DB2485,,Std. 4-Wheel Disc
Mazda,CX-7,ER,SUV,2006,2014,MZR Turbo,2.3,175,,AWD,DB1916,DB1917,,Std. 4-Wheel Disc
Mazda,CX-8,"KG, ZV",SUV,2017,,D,2.2,140,,FWD,DB1916,DB2485,,Std. 4-Wheel Disc
Mazda,CX-90,KK,SUV,2023,,e-SKYACTIV-D MHEV,3.3,187,,AWD,DB2764,DB2875,,Std. 4-Wheel Disc
Mazda,CX-9,TC,SUV,2016,,,2.5,170,,AWD,DB1916,DB2485,,Std. 4-Wheel Disc
Mazda,CX-9,TC,SUV,2016,,,2.5,170,,FWD,DB1916,DB2485,,Std. 4-Wheel Disc
Mazda,CX-90,KK,SUV,2023,,e-SKYACTIV-G MHEV,3.3,254,,AWD,DB2764,DB2875,,Std. 4-Wheel Disc
Mazda,CX-9,TB,SUV,2007,2016,,3.7,204,,AWD,DB1916,DB1917,,Std. 4-Wheel Disc
Mazda,E-Series,SG,Bus,1997,1999,12V i,2,74,,RWD,DB1274,DB1222,,Std. 4-Wheel Disc
Mazda,CX-9,TB,SUV,2007,2016,,3.7,204,,FWD,DB1916,DB1917,,Std. 4-Wheel Disc
Mazda,E-Series,SG,Bus,1995,1999,,2.5,92,,AWD,DB1274,DB1222,,Std. 4-Wheel Disc
Mazda,E-Series,SG,Bus,1995,1999,i,2.5,117,,RWD,DB1274,DB1222,,Std. 4-Wheel Disc
Mazda,E-Series,SG,Bus,1995,1999,,2.5,92,,RWD,DB1274,DB1222,,Std. 4-Wheel Disc
Mazda,E-Series,SR2,Van,1984,1988,E1800,1.8,58,,RWD,DB388,,,Std. Front Disc / Rear Drum Brake
Mazda,E-Series,,Van,1978,1984,E1400,1.4,50,,RWD,DB292,,,Std. Brake System
Mazda,E-Series,"SG, SK",Van,2004,2006,E2000,2,71,,RWD,DB1274,,,Std. Front Disc / Rear Drum Brake
Mazda,E-Series,SR2,Van,1984,1988,E1400,1.5,47,,RWD,DB388,,,Std. Front Disc / Rear Drum Brake
