part_number,name,voltage,capacity_ah,length_mm,width_mm,height_mm,terminal_layout,cca,rc,warranty_months,category,tier,make,model,year_from,year_to,series,engine_type,drive_type,body_type,chassis,engine_code,power_kw,is_auxiliary
DIN65LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,75,277,175,190,C Polarity STD Terminal,650,130,30,Car & Passenger Vehicles,Hi Performance DIN,KIA,OPTIMA,2015,2019,2.0 T-GDi Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,JF,G4KH,180,No
DIN65LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,77,277,175,190,C Polarity STD Terminal,760,145,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,KIA,OPTIMA,2015,2019,2.4 GDI Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,JF,G4KJ,138,No
DIN65LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,75,277,175,190,C Polarity STD Terminal,650,130,30,Car & Passenger Vehicles,Hi Performance DIN,KIA,OPTIMA,2015,2019,2.4 GDI Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,JF,G4KJ,138,No
NS70LX MF,"Ultra Hi Performance (SUV, 4x4 & Light Commercial)",12,82,259,171,202,C Polarity STD Terminal,720,150,30,"SUV, 4x4 & Light Commercial",Ultra Hi Performance,KIA,OPTIMA,2011,2015,2.4 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,"FSGDS6B,TF",G4KJ,149,No
NS70L MF,"Hi Performance (SUV, 4x4 & Light Commercial)",12,75,259,171,202,C Polarity STD Terminal,650,140,20,"SUV, 4x4 & Light Commercial",Hi Performance,KIA,OPTIMA,2011,2015,2.4 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,"FSGDS6B,TF",G4KJ,149,No
NS70LX MF,"Ultra Hi Performance (SUV, 4x4 & Light Commercial)",12,82,259,171,202,C Polarity STD Terminal,720,150,30,"SUV, 4x4 & Light Commercial",Ultra Hi Performance,KIA,OPTIMA,2004,2006,2.7 V6 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,"MS,GD",G6BA,132,No
NS70L MF,"Hi Performance (SUV, 4x4 & Light Commercial)",12,75,259,171,202,C Polarity STD Terminal,650,140,20,"SUV, 4x4 & Light Commercial",Hi Performance,KIA,OPTIMA,2004,2006,2.7 V6 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,"MS,GD",G6BA,132,No
NS70LX MF,"Ultra Hi Performance (SUV, 4x4 & Light Commercial)",12,82,259,171,202,C Polarity STD Terminal,720,150,30,"SUV, 4x4 & Light Commercial",Ultra Hi Performance,KIA,OPTIMA,2001,2003,2.5 V6 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,"MS,GD",G6BV,124,No
NS70L MF,"Hi Performance (SUV, 4x4 & Light Commercial)",12,75,259,171,202,C Polarity STD Terminal,650,140,20,"SUV, 4x4 & Light Commercial",Hi Performance,KIA,OPTIMA,2001,2003,2.5 V6 Petrol Front-Wheel Drive Sedan,Petrol,Front-Wheel Drive,Sedan,"MS,GD",G6BV,124,No
N70ZZLX MF,"Ultra Hi Performance (SUV, 4x4 & Light Commercial)",12,95,305,171,202,C Polarity STD Terminal,810,185,30,"SUV, 4x4 & Light Commercial",Ultra Hi Performance,KIA,PREGIO,2002,2006,2.7 D Diesel Rear-Wheel Drive Van,Diesel,Rear-Wheel Drive,Van,TB,J2,60,No
N70ZZL MF,"Hi Performance (SUV, 4x4 & Light Commercial)",12,85,305,171,202,C Polarity STD Terminal,720,170,20,"SUV, 4x4 & Light Commercial",Hi Performance,KIA,PREGIO,2002,2006,2.7 D Diesel Rear-Wheel Drive Van,Diesel,Rear-Wheel Drive,Van,TB,J2,60,No
NS70LX MF,"Ultra Hi Performance (SUV, 4x4 & Light Commercial)",12,82,259,171,202,C Polarity STD Terminal,720,150,30,"SUV, 4x4 & Light Commercial",Ultra Hi Performance,KIA,RONDO,2015,2018,2.0 GDi Petrol Front-Wheel Drive MPV,Petrol,Front-Wheel Drive,MPV,RP,G4NC,122,No
