part_number,name,voltage,capacity_ah,length_mm,width_mm,height_mm,terminal_layout,cca,rc,warranty_months,category,tier,make,model,year_from,year_to,series,engine_type,drive_type,body_type,chassis,engine_code,power_kw,is_auxiliary
DIN85LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,105,351,175,190,C Polarity STD Terminal,900,190,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ASTON MARTIN,DB9,2004,2016,6.0 V12 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AM3,331,No
DIN85LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,88,353,175,190,C Polarity STD Terminal,760,165,30,Car & Passenger Vehicles,Hi Performance DIN,ASTON MARTIN,DB9,2004,2016,6.0 V12 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AM3,331,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,DB9,2008,2012,6.0 V12 Petrol Rear-Wheel Drive Convertible,Petrol,Rear-Wheel Drive,Convertible,,AM3,350,No
DIN85LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,105,351,175,190,C Polarity STD Terminal,900,190,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ASTON MARTIN,DB9,2008,2012,6.0 V12 Petrol Rear-Wheel Drive Convertible,Petrol,Rear-Wheel Drive,Convertible,,AM3,350,No
DIN85LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,88,353,175,190,C Polarity STD Terminal,760,165,30,Car & Passenger Vehicles,Hi Performance DIN,ASTON MARTIN,DB9,2008,2012,6.0 V12 Petrol Rear-Wheel Drive Convertible,Petrol,Rear-Wheel Drive,Convertible,,AM3,350,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,DB9,2008,2012,6.0 V12 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AM3,350,No
DIN85LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,105,351,175,190,C Polarity STD Terminal,900,190,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ASTON MARTIN,DB9,2008,2012,6.0 V12 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AM3,350,No
DIN85LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,88,353,175,190,C Polarity STD Terminal,760,165,30,Car & Passenger Vehicles,Hi Performance DIN,ASTON MARTIN,DB9,2008,2012,6.0 V12 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AM3,350,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,DB9,2004,2012,6.0 V12 Petrol Rear-Wheel Drive Convertible,Petrol,Rear-Wheel Drive,Convertible,,AM3,331,No
DIN85LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,105,351,175,190,C Polarity STD Terminal,900,190,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ASTON MARTIN,DB9,2004,2012,6.0 V12 Petrol Rear-Wheel Drive Convertible,Petrol,Rear-Wheel Drive,Convertible,,AM3,331,No
DIN85LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,88,353,175,190,C Polarity STD Terminal,760,165,30,Car & Passenger Vehicles,Hi Performance DIN,ASTON MARTIN,DB9,2004,2012,6.0 V12 Petrol Rear-Wheel Drive Convertible,Petrol,Rear-Wheel Drive,Convertible,,AM3,331,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,DB9,2004,2008,6.0 V12 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,"AM3,AM04",336,No
DIN85LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,105,351,175,190,C Polarity STD Terminal,900,190,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ASTON MARTIN,DB9,2004,2008,6.0 V12 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,"AM3,AM04",336,No
DIN85LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,88,353,175,190,C Polarity STD Terminal,760,165,30,Car & Passenger Vehicles,Hi Performance DIN,ASTON MARTIN,DB9,2004,2008,6.0 V12 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,"AM3,AM04",336,No
N70ZZX MF,"Ultra Hi Performance (SUV, 4x4 & Light Commercial)",12,95,305,171,202,D Polarity STD Terminal,810,185,30,"SUV, 4x4 & Light Commercial",Ultra Hi Performance,ASTON MARTIN,DB5,1964,1966,#NAME?,Petrol,Rear-Wheel Drive,Convertible,,AJ6,210,No
N70ZZ MF,"Hi Performance (SUV, 4x4 & Light Commercial)",12,85,305,171,202,D Polarity STD Terminal,720,170,20,"SUV, 4x4 & Light Commercial",Hi Performance,ASTON MARTIN,DB5,1964,1966,#NAME?,Petrol,Rear-Wheel Drive,Convertible,,AJ6,210,No
N70ZZX MF,"Ultra Hi Performance (SUV, 4x4 & Light Commercial)",12,95,305,171,202,D Polarity STD Terminal,810,185,30,"SUV, 4x4 & Light Commercial",Ultra Hi Performance,ASTON MARTIN,DB5,1962,1965,4.0 Petrol Rear-Wheel Drive Sedan,Petrol,Rear-Wheel Drive,Sedan,,,210,No
N70ZZ MF,"Hi Performance (SUV, 4x4 & Light Commercial)",12,85,305,171,202,D Polarity STD Terminal,720,170,20,"SUV, 4x4 & Light Commercial",Hi Performance,ASTON MARTIN,DB5,1962,1965,4.0 Petrol Rear-Wheel Drive Sedan,Petrol,Rear-Wheel Drive,Sedan,,,210,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,V8 VANTAGE,2005,2026,#NAME?,Petrol,Rear-Wheel Drive,Coupe,,AM07,313,No
DIN85LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,105,351,175,190,C Polarity STD Terminal,900,190,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ASTON MARTIN,V8 VANTAGE,2005,2026,#NAME?,Petrol,Rear-Wheel Drive,Coupe,,AM07,313,No
DIN85LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,88,353,175,190,C Polarity STD Terminal,760,165,30,Car & Passenger Vehicles,Hi Performance DIN,ASTON MARTIN,V8 VANTAGE,2005,2026,#NAME?,Petrol,Rear-Wheel Drive,Coupe,,AM07,313,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,VANTAGE,2021,2026,V12 Petrol Rear-Wheel Drive Convertible,Petrol,Rear-Wheel Drive,Convertible,,AE31,515,No
DIN85LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,105,351,175,190,C Polarity STD Terminal,900,190,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ASTON MARTIN,VANTAGE,2021,2026,V12 Petrol Rear-Wheel Drive Convertible,Petrol,Rear-Wheel Drive,Convertible,,AE31,515,No
DIN85LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,88,353,175,190,C Polarity STD Terminal,760,165,30,Car & Passenger Vehicles,Hi Performance DIN,ASTON MARTIN,VANTAGE,2021,2026,V12 Petrol Rear-Wheel Drive Convertible,Petrol,Rear-Wheel Drive,Convertible,,AE31,515,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,VANTAGE,2021,2026,V12 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AE31,515,No
DIN85LHX MF,Ultra Hi Performance DIN (Car & Passenger Vehicle),12,105,351,175,190,C Polarity STD Terminal,900,190,40,Car & Passenger Vehicles,Ultra Hi Performance DIN,ASTON MARTIN,VANTAGE,2021,2026,V12 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AE31,515,No
DIN85LH MF,Hi Performance DIN (Car & Passenger Vehicle),12,88,353,175,190,C Polarity STD Terminal,760,165,30,Car & Passenger Vehicles,Hi Performance DIN,ASTON MARTIN,VANTAGE,2021,2026,V12 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AE31,515,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,VANTAGE,2021,2026,V8 Petrol Rear-Wheel Drive Convertible,Petrol,Rear-Wheel Drive,Convertible,,M 177.950,393,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,VANTAGE,2021,2026,V8 Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,M 177.950,393,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,VANTAGE,2020,2026,V8 Petrol Rear-Wheel Drive Convertible,Petrol,Rear-Wheel Drive,Convertible,,"M 177.980,M 177.950",375,No
DIN85LH AGM,ISS Active AGM (Car & Passenger Vehicle),12,92,353,175,190,C Polarity STD Terminal,850,160,36,Car & Passenger Vehicles,ISS Active AGM Stop-Start,ASTON MARTIN,VANTAGE,2017,2026,V12 AMR Petrol Rear-Wheel Drive Coupe,Petrol,Rear-Wheel Drive,Coupe,,AM28,433,No
