brand,model,model_date_start,model_date_end,type,type_date_start,type_date_end,kw,cv,category,product_line,part_number,diameter,thickness,height,width,number_of_holes,brake_disc_type,centering,min_thickness,tightening_torque,units_per_box,braking_system,wear_indicator,wva_number,fmsi,accessories,position,max_diameter
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,06/15,12/19,110,150,Brake pads,Xtra Ceramic,P44028NX,,17mm,79mm,175mm,,,,,,,ATE,Prepared for wear indicator,"22485, 22486",D2133 9370,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,06/15,12/19,110,150,Brake pads,Prime,P 44 026,,18mm,66mm,193mm,,,,,,,Teves,Prepared for wear indicator,"22145, 22146",D1838 9067,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,06/15,12/19,110,150,Brake pads,Prime Ceramic,P44026N,,18mm,66mm,193mm,,,,,,,Teves,Prepared for wear indicator,"22145, 22146",D1838 9067,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,06/15,12/19,110,150,Brake pads,Xtra,P 44 026X,,18mm,66mm,193mm,,,,,,,Teves,Prepared for wear indicator,"22145, 22146",D1838 9067,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,06/15,12/19,110,150,Brake pads,Xtra Ceramic,P44026NX,,18mm,66mm,193mm,,,,,,,Teves,Prepared for wear indicator,"22145, 22146",D1838 9067,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,06/15,12/19,110,150,Brake pads,Prime,P 86 029,,16mm,56 - 60mm,122mm,,,,,,,Teves,Prepared for wear indicator,"22141, 22142",D1821 9057,With accessoriesWith anti-squeal shim,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,06/15,12/19,110,150,Brake pads,Prime Ceramic,P86029N,,16mm,56 - 60mm,122mm,,,,,,,Teves,Prepared for wear indicator,"22141, 22142",D1821 9057,With accessoriesWith anti-squeal shim,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,06/15,12/19,110,150,Brake pads,Xtra Ceramic,P86029NX,,16mm,56 - 60mm,122mm,,,,,,,Teves,Prepared for wear indicator,"22141, 22142",D1821 9057,With accessoriesWith anti-squeal shim,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,06/15,12/19,110,150,Brake pads,Prime,P 24 078,,17mm,49mm,107mm,,,,,,,TRW,Without,24496,D1307 8422,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,06/15,12/19,110,150,Brake pads,Prime Ceramic,P24078N,,17mm,49mm,107mm,,,,,,,TRW,Without,24496,D1307 8422,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,06/15,12/19,110,150,Brake pads,Xtra,P 24 078X,,17mm,49mm,107mm,,,,,,,TRW,Without,24496,D1307 8422,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,06/15,12/19,110,150,UPGRADE GT kit,GT | M6 | D,1M1.9047A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,06/15,12/19,110,150,UPGRADE GT kit,GT | M6 | TY1,1M2.9047A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,06/15,12/19,110,150,UPGRADE GT kit,GT | M6 | TY3,1M3.9047A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake discs,Prime,09.A427.11,300mm,28mm,52mm,,5,Ventilated,64mm,26mm,170Nm,2,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake discs,Xtra,09.A427.1X,300mm,28mm,52mm,,5,Ventilated,64mm,26mm,170Nm,2,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake discs,Prime,09.C207.11,325mm,30mm,52mm,,5,Ventilated,64mm,28mm,,1,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake discs,Xtra,09.C207.1X,325mm,30mm,52mm,,5,Ventilated,64mm,28mm,,1,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake discs,Prime,08.A540.11,302mm,11mm,51mm,,5,Solid,64mm,9mm,140Nm,2,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake discs,Xtra,08.A540.1X,302mm,11mm,51mm,,5,Solid,64mm,9mm,140Nm,2,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake discs,Prime,08.C301.11,317mm,10mm,51mm,,5,Solid,64mm,8mm,,2,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake discs,Xtra,08.C301.1X,317mm,10mm,51mm,,5,Solid,64mm,8mm,,2,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake pads,Prime,P 44 020,,20mm,67 - 72mm,155 - 156mm,,,,,,,Teves,Without,"24123, 24124",D1306 8421,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake pads,Prime Ceramic,P44020N,,20mm,67 - 72mm,155 - 156mm,,,,,,,Teves,Without,"24123, 24124",D1306 8421,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake pads,Xtra,P 44 020X,,20mm,67 - 72mm,155 - 156mm,,,,,,,Teves,Without,"24123, 24124",D1306 8421,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake pads,Xtra Ceramic,P44020NX,,20mm,67 - 72mm,155 - 156mm,,,,,,,Teves,Without,"24123, 24124",D1306 8421,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake pads,Prime,P 44 028,,17mm,79mm,175mm,,,,,,,ATE,Prepared for wear indicator,"22485, 22486",D2133 9370,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake pads,Prime Ceramic,P44028N,,17mm,79mm,175mm,,,,,,,ATE,Prepared for wear indicator,"22485, 22486",D2133 9370,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake pads,Xtra Ceramic,P44028NX,,17mm,79mm,175mm,,,,,,,ATE,Prepared for wear indicator,"22485, 22486",D2133 9370,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake pads,Prime,P 44 026,,18mm,66mm,193mm,,,,,,,Teves,Prepared for wear indicator,"22145, 22146",D1838 9067,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake pads,Prime Ceramic,P44026N,,18mm,66mm,193mm,,,,,,,Teves,Prepared for wear indicator,"22145, 22146",D1838 9067,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake pads,Xtra,P 44 026X,,18mm,66mm,193mm,,,,,,,Teves,Prepared for wear indicator,"22145, 22146",D1838 9067,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake pads,Xtra Ceramic,P44026NX,,18mm,66mm,193mm,,,,,,,Teves,Prepared for wear indicator,"22145, 22146",D1838 9067,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake pads,Prime,P 86 029,,16mm,56 - 60mm,122mm,,,,,,,Teves,Prepared for wear indicator,"22141, 22142",D1821 9057,With accessoriesWith anti-squeal shim,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake pads,Prime Ceramic,P86029N,,16mm,56 - 60mm,122mm,,,,,,,Teves,Prepared for wear indicator,"22141, 22142",D1821 9057,With accessoriesWith anti-squeal shim,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake pads,Xtra Ceramic,P86029NX,,16mm,56 - 60mm,122mm,,,,,,,Teves,Prepared for wear indicator,"22141, 22142",D1821 9057,With accessoriesWith anti-squeal shim,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake pads,Prime,P 24 078,,17mm,49mm,107mm,,,,,,,TRW,Without,24496,D1307 8422,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake pads,Prime Ceramic,P24078N,,17mm,49mm,107mm,,,,,,,TRW,Without,24496,D1307 8422,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,Brake pads,Xtra,P 24 078X,,17mm,49mm,107mm,,,,,,,TRW,Without,24496,D1307 8422,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,UPGRADE GT kit,GT | M6 | D,1M1.9047A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,UPGRADE GT kit,GT | M6 | TY1,1M2.9047A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,05/15,12/19,132,180,UPGRADE GT kit,GT | M6 | TY3,1M3.9047A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,Brake discs,Prime,09.A427.11,300mm,28mm,52mm,,5,Ventilated,64mm,26mm,170Nm,2,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,Brake discs,Xtra,09.A427.1X,300mm,28mm,52mm,,5,Ventilated,64mm,26mm,170Nm,2,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,Brake discs,Prime,09.C207.11,325mm,30mm,52mm,,5,Ventilated,64mm,28mm,,1,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,Brake discs,Xtra,09.C207.1X,325mm,30mm,52mm,,5,Ventilated,64mm,28mm,,1,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,Brake discs,Prime,09.C492.11,349mm,34mm,52mm,,5,Ventilated,64mm,32mm,,1,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,Brake discs,Prime,08.C301.11,317mm,10mm,51mm,,5,Solid,64mm,8mm,,2,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,Brake discs,Xtra,08.C301.1X,317mm,10mm,51mm,,5,Solid,64mm,8mm,,2,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,Brake pads,Prime,P 44 020,,20mm,67 - 72mm,155 - 156mm,,,,,,,Teves,Without,"24123, 24124",D1306 8421,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,Brake pads,Prime Ceramic,P44020N,,20mm,67 - 72mm,155 - 156mm,,,,,,,Teves,Without,"24123, 24124",D1306 8421,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,Brake pads,Xtra,P 44 020X,,20mm,67 - 72mm,155 - 156mm,,,,,,,Teves,Without,"24123, 24124",D1306 8421,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,Brake pads,Xtra Ceramic,P44020NX,,20mm,67 - 72mm,155 - 156mm,,,,,,,Teves,Without,"24123, 24124",D1306 8421,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,Brake pads,Prime,P 44 028,,17mm,79mm,175mm,,,,,,,ATE,Prepared for wear indicator,"22485, 22486",D2133 9370,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,Brake pads,Prime Ceramic,P44028N,,17mm,79mm,175mm,,,,,,,ATE,Prepared for wear indicator,"22485, 22486",D2133 9370,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,Brake pads,Xtra Ceramic,P44028NX,,17mm,79mm,175mm,,,,,,,ATE,Prepared for wear indicator,"22485, 22486",D2133 9370,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,Brake pads,Prime,P 44 026,,18mm,66mm,193mm,,,,,,,Teves,Prepared for wear indicator,"22145, 22146",D1838 9067,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,Brake pads,Prime Ceramic,P44026N,,18mm,66mm,193mm,,,,,,,Teves,Prepared for wear indicator,"22145, 22146",D1838 9067,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,Brake pads,Xtra,P 44 026X,,18mm,66mm,193mm,,,,,,,Teves,Prepared for wear indicator,"22145, 22146",D1838 9067,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,Brake pads,Xtra Ceramic,P44026NX,,18mm,66mm,193mm,,,,,,,Teves,Prepared for wear indicator,"22145, 22146",D1838 9067,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,Brake pads,Prime,P 86 029,,16mm,56 - 60mm,122mm,,,,,,,Teves,Prepared for wear indicator,"22141, 22142",D1821 9057,With accessoriesWith anti-squeal shim,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,Brake pads,Prime Ceramic,P86029N,,16mm,56 - 60mm,122mm,,,,,,,Teves,Prepared for wear indicator,"22141, 22142",D1821 9057,With accessoriesWith anti-squeal shim,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,Brake pads,Xtra Ceramic,P86029NX,,16mm,56 - 60mm,122mm,,,,,,,Teves,Prepared for wear indicator,"22141, 22142",D1821 9057,With accessoriesWith anti-squeal shim,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,UPGRADE GT kit,GT | M6 | D,1M1.9047A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,UPGRADE GT kit,GT | M6 | TY1,1M2.9047A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.0 D 4x4,08/17,12/19,177,241,UPGRADE GT kit,GT | M6 | TY3,1M3.9047A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake discs,Prime,09.A427.11,300mm,28mm,52mm,,5,Ventilated,64mm,26mm,170Nm,2,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake discs,Xtra,09.A427.1X,300mm,28mm,52mm,,5,Ventilated,64mm,26mm,170Nm,2,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake discs,Prime,09.C207.11,325mm,30mm,52mm,,5,Ventilated,64mm,28mm,,1,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake discs,Xtra,09.C207.1X,325mm,30mm,52mm,,5,Ventilated,64mm,28mm,,1,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake discs,Prime,08.A540.11,302mm,11mm,51mm,,5,Solid,64mm,9mm,140Nm,2,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake discs,Xtra,08.A540.1X,302mm,11mm,51mm,,5,Solid,64mm,9mm,140Nm,2,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake discs,Prime,08.C301.11,317mm,10mm,51mm,,5,Solid,64mm,8mm,,2,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake discs,Xtra,08.C301.1X,317mm,10mm,51mm,,5,Solid,64mm,8mm,,2,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake pads,Prime,P 44 020,,20mm,67 - 72mm,155 - 156mm,,,,,,,Teves,Without,"24123, 24124",D1306 8421,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake pads,Prime Ceramic,P44020N,,20mm,67 - 72mm,155 - 156mm,,,,,,,Teves,Without,"24123, 24124",D1306 8421,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake pads,Xtra,P 44 020X,,20mm,67 - 72mm,155 - 156mm,,,,,,,Teves,Without,"24123, 24124",D1306 8421,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake pads,Xtra Ceramic,P44020NX,,20mm,67 - 72mm,155 - 156mm,,,,,,,Teves,Without,"24123, 24124",D1306 8421,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake pads,Prime,P 44 028,,17mm,79mm,175mm,,,,,,,ATE,Prepared for wear indicator,"22485, 22486",D2133 9370,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake pads,Prime Ceramic,P44028N,,17mm,79mm,175mm,,,,,,,ATE,Prepared for wear indicator,"22485, 22486",D2133 9370,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake pads,Xtra Ceramic,P44028NX,,17mm,79mm,175mm,,,,,,,ATE,Prepared for wear indicator,"22485, 22486",D2133 9370,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake pads,Prime,P 44 026,,18mm,66mm,193mm,,,,,,,Teves,Prepared for wear indicator,"22145, 22146",D1838 9067,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake pads,Prime Ceramic,P44026N,,18mm,66mm,193mm,,,,,,,Teves,Prepared for wear indicator,"22145, 22146",D1838 9067,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake pads,Xtra,P 44 026X,,18mm,66mm,193mm,,,,,,,Teves,Prepared for wear indicator,"22145, 22146",D1838 9067,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake pads,Xtra Ceramic,P44026NX,,18mm,66mm,193mm,,,,,,,Teves,Prepared for wear indicator,"22145, 22146",D1838 9067,With accessoriesWith anti-squeal shimWith piston clip,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake pads,Prime,P 86 029,,16mm,56 - 60mm,122mm,,,,,,,Teves,Prepared for wear indicator,"22141, 22142",D1821 9057,With accessoriesWith anti-squeal shim,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake pads,Prime Ceramic,P86029N,,16mm,56 - 60mm,122mm,,,,,,,Teves,Prepared for wear indicator,"22141, 22142",D1821 9057,With accessoriesWith anti-squeal shim,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake pads,Xtra Ceramic,P86029NX,,16mm,56 - 60mm,122mm,,,,,,,Teves,Prepared for wear indicator,"22141, 22142",D1821 9057,With accessoriesWith anti-squeal shim,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake pads,Prime,P 24 078,,17mm,49mm,107mm,,,,,,,TRW,Without,24496,D1307 8422,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake pads,Prime Ceramic,P24078N,,17mm,49mm,107mm,,,,,,,TRW,Without,24496,D1307 8422,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,Brake pads,Xtra,P 24 078X,,17mm,49mm,107mm,,,,,,,TRW,Without,24496,D1307 8422,With accessoriesWith anti-squeal shimWith brake caliper bolts,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,UPGRADE GT kit,GT | M6 | D,1M1.9047A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,UPGRADE GT kit,GT | M6 | TY1,1M2.9047A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D,06/11,12/19,110,150,UPGRADE GT kit,GT | M6 | TY3,1M3.9047A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D 4x4,06/11,12/19,110,150,Brake discs,Prime,09.A427.11,300mm,28mm,52mm,,5,Ventilated,64mm,26mm,170Nm,2,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D 4x4,06/11,12/19,110,150,Brake discs,Xtra,09.A427.1X,300mm,28mm,52mm,,5,Ventilated,64mm,26mm,170Nm,2,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D 4x4,06/11,12/19,110,150,Brake discs,Prime,09.C207.11,325mm,30mm,52mm,,5,Ventilated,64mm,28mm,,1,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D 4x4,06/11,12/19,110,150,Brake discs,Xtra,09.C207.1X,325mm,30mm,52mm,,5,Ventilated,64mm,28mm,,1,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D 4x4,06/11,12/19,110,150,Brake discs,Prime,09.C492.11,349mm,34mm,52mm,,5,Ventilated,64mm,32mm,,1,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D 4x4,06/11,12/19,110,150,Brake discs,Prime,08.A540.11,302mm,11mm,51mm,,5,Solid,64mm,9mm,140Nm,2,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D 4x4,06/11,12/19,110,150,Brake discs,Xtra,08.A540.1X,302mm,11mm,51mm,,5,Solid,64mm,9mm,140Nm,2,,,,,,,,,
LAND ROVER,RANGE ROVER EVOQUE (L538),06/11,12/19,2.2 D 4x4,06/11,12/19,110,150,Brake discs,Prime,08.C301.11,317mm,10mm,51mm,,5,Solid,64mm,8mm,,2,,,,,,,,,
