brand,model,model_date_start,model_date_end,type,type_date_start,type_date_end,kw,cv,category,product_line,part_number,diameter,thickness,height,width,number_of_holes,brake_disc_type,centering,min_thickness,tightening_torque,units_per_box,braking_system,wear_indicator,wva_number,fmsi,accessories,position,max_diameter
FORD,"ESCORT I (AFH, ATH)",01/68,02/76,Twin Cam,03/68,08/71,80,109,Brake discs,Prime,08.1659.20,244mm,"12,7mm",27mm,,4,Solid,68mm,"11,4mm",,2,,,,,,,
FORD,"ESCORT I (AFH, ATH)",01/68,02/76,Twin Cam,03/68,08/71,80,109,Drums,Essential,14.3167.10,203mm,,67mm,45mm,4,,"63,5mm",,,,,,,,,,204mm
FORD,"FOCUS II (DA_, HCP, DP)",07/04,09/13,2.5 ST,10/05,09/12,166,225,Brake pads,Prime Ceramic,P59042N,,17mm,52mm,123mm,,,,,,,Teves,Prepared for wear indicator,"23482, 24137","D1095 7874, D1095 7957, D1095 8248, D1564 7957, D973 7957, D973 8248",With accessoriesWith anti-squeal shim,,
FORD,"FOCUS II (DA_, HCP, DP)",07/04,09/13,2.5 ST,10/05,09/12,166,225,Brake pads,Xtra,P 59 042X,,17mm,52mm,123mm,,,,,,,Teves,Prepared for wear indicator,"23482, 24137","D1095 7874, D1095 7957, D1095 8248, D1564 7957, D973 7957, D973 8248",With accessoriesWith anti-squeal shim,,
FORD,GT,06/03,>,5.4,06/03,12/06,368,500,Brake pads,Prime,P 09 004,,15mm,78mm,132mm,,,,,,,Brembo,Acoustic,23325,"D1001 7919, D1050 7953",With anti-squeal shim,,,,
FORD,GT,06/03,>,5.4,06/03,12/06,368,500,Brake pads,Prime Ceramic,P09004N,,15mm,78mm,132mm,,,,,,,Brembo,Acoustic,23325,"D1001 7919, D1050 7953",With anti-squeal shim,,,,
FORD,GT,06/03,>,5.4,06/03,12/06,368,500,Brake pads,Prime,P 59 079,,16mm,78mm,132mm,,,,,,,Brembo,Acoustic,23325,"D1001 7902, D1050 7953, D1050 8526, D1836 9065",With accessoriesWith anti-squeal shim,,,,
FORD,GT,06/03,>,5.4,06/03,12/06,368,500,Brake pads,Prime Ceramic,P59079N,,16mm,78mm,132mm,,,,,,,Brembo,Acoustic,23325,"D1001 7902, D1050 7953, D1050 8526, D1836 9065",With accessoriesWith anti-squeal shim,,,,
FORD,GT,06/03,>,5.4,06/03,12/06,368,500,UPGRADE GT kit,GT | BM6 | TY5,1TC.9025A_,390mm,35mm,,,,,,,,,,,,,,,6,2 pieces,BM monoblock
FORD,GT,06/03,>,5.4,06/03,12/06,368,500,UPGRADE GT kit,GT | BM6 | TY5,2TC.9001A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,BM monoblock
FORD,TOURNEO CONNECT / GRAND TOURNEO CONNECT V408 MPV,09/13,>,1.5 EcoBlue,05/18,12/22,88,120,Brake pads,Prime,P 24 061,,18mm,62 - 67mm,155 - 156mm,,,,,,,Teves,Without,"23723, 23724","D1044 7947, D1230 7947, D1563 7947",With accessoriesWith anti-squeal shimWith piston clip,
FORD,TOURNEO CONNECT / GRAND TOURNEO CONNECT V408 MPV,09/13,>,1.5 EcoBlue,05/18,12/22,88,120,Brake pads,Prime Ceramic,P24061N,,18mm,62 - 67mm,155 - 156mm,,,,,,,Teves,Without,"23723, 23724","D1044 7947, D1230 7947, D1563 7947",With accessoriesWith anti-squeal shimWith piston clip,
FORD,TOURNEO CONNECT / GRAND TOURNEO CONNECT V408 MPV,09/13,>,1.5 EcoBlue,05/18,12/22,88,120,Brake pads,Xtra,P 24 061X,,18mm,62 - 67mm,155 - 156mm,,,,,,,Teves,Without,"23723, 23724","D1044 7947, D1230 7947, D1563 7947",With accessoriesWith anti-squeal shimWith piston clip,
FORD,TOURNEO CONNECT / GRAND TOURNEO CONNECT V408 MPV,09/13,>,1.5 EcoBlue,05/18,12/22,88,120,Brake pads,Prime,P 24 157,,18mm,65mm,180mm,,,,,,,Teves,Without,"25736, 25737","D1645 8873, D1668 8896",With accessoriesWith anti-squeal shimWith piston clip,
FORD,TOURNEO CONNECT / GRAND TOURNEO CONNECT V408 MPV,09/13,>,1.5 EcoBlue,05/18,12/22,88,120,Brake pads,Prime Ceramic,P24157N,,18mm,65mm,180mm,,,,,,,Teves,Without,"25736, 25737","D1645 8873, D1668 8896",With accessoriesWith anti-squeal shimWith piston clip,
FORD,TOURNEO CONNECT / GRAND TOURNEO CONNECT V408 MPV,09/13,>,1.5 EcoBlue,05/18,12/22,88,120,Brake pads,Prime,P 24 148,,16mm,52mm,123mm,,,,,,,Teves,Without,"25212, 25213","D1095 7957, D1095 8248, D1564 7957, D1931 9155",With anti-squeal shim,
FORD,TOURNEO CONNECT / GRAND TOURNEO CONNECT V408 MPV,09/13,>,1.5 EcoBlue,05/18,12/22,88,120,Brake pads,Prime Ceramic,P24148N,,16mm,52mm,123mm,,,,,,,Teves,Without,"25212, 25213","D1095 7957, D1095 8248, D1564 7957, D1931 9155",With anti-squeal shim,
FORD,TOURNEO CONNECT / GRAND TOURNEO CONNECT V408 MPV,09/13,>,1.5 EcoBlue,05/18,12/22,88,120,Brake pads,Xtra,P 24 148X,,16mm,52mm,123mm,,,,,,,Teves,Without,"25212, 25213","D1095 7957, D1095 8248, D1564 7957, D1931 9155",With anti-squeal shim,
FORD,TOURNEO CONNECT / GRAND TOURNEO CONNECT V408 MPV,09/13,>,1.5 EcoBlue,05/18,12/22,74,101,Brake pads,Prime,P 24 061,,18mm,62 - 67mm,155 - 156mm,,,,,,,Teves,Without,"23723, 23724","D1044 7947, D1230 7947, D1563 7947",With accessoriesWith anti-squeal shimWith piston clip,
FORD,TOURNEO CONNECT / GRAND TOURNEO CONNECT V408 MPV,09/13,>,1.5 EcoBlue,05/18,12/22,74,101,Brake pads,Prime Ceramic,P24061N,,18mm,62 - 67mm,155 - 156mm,,,,,,,Teves,Without,"23723, 23724","D1044 7947, D1230 7947, D1563 7947",With accessoriesWith anti-squeal shimWith piston clip,
FORD,TOURNEO CONNECT / GRAND TOURNEO CONNECT V408 MPV,09/13,>,1.5 EcoBlue,05/18,12/22,74,101,Brake pads,Xtra,P 24 061X,,18mm,62 - 67mm,155 - 156mm,,,,,,,Teves,Without,"23723, 23724","D1044 7947, D1230 7947, D1563 7947",With accessoriesWith anti-squeal shimWith piston clip,
FORD,TOURNEO CONNECT / GRAND TOURNEO CONNECT V408 MPV,09/13,>,1.5 EcoBlue,05/18,12/22,74,101,Brake pads,Prime,P 24 157,,18mm,65mm,180mm,,,,,,,Teves,Without,"25736, 25737","D1645 8873, D1668 8896",With accessoriesWith anti-squeal shimWith piston clip,
FORD,TOURNEO CONNECT / GRAND TOURNEO CONNECT V408 MPV,09/13,>,1.5 EcoBlue,05/18,12/22,74,101,Brake pads,Prime Ceramic,P24157N,,18mm,65mm,180mm,,,,,,,Teves,Without,"25736, 25737","D1645 8873, D1668 8896",With accessoriesWith anti-squeal shimWith piston clip,
FORD,TOURNEO CONNECT / GRAND TOURNEO CONNECT V408 MPV,09/13,>,1.5 EcoBlue,05/18,12/22,74,101,Brake pads,Prime,P 24 148,,16mm,52mm,123mm,,,,,,,Teves,Without,"25212, 25213","D1095 7957, D1095 8248, D1564 7957, D1931 9155",With anti-squeal shim,
FORD,TOURNEO CONNECT / GRAND TOURNEO CONNECT V408 MPV,09/13,>,1.5 EcoBlue,05/18,12/22,74,101,Brake pads,Prime Ceramic,P24148N,,16mm,52mm,123mm,,,,,,,Teves,Without,"25212, 25213","D1095 7957, D1095 8248, D1564 7957, D1931 9155",With anti-squeal shim,
FORD,TOURNEO CONNECT / GRAND TOURNEO CONNECT V408 MPV,09/13,>,1.5 EcoBlue,05/18,12/22,74,101,Brake pads,Xtra,P 24 148X,,16mm,52mm,123mm,,,,,,,Teves,Without,"25212, 25213","D1095 7957, D1095 8248, D1564 7957, D1931 9155",With anti-squeal shim,
