brand,model,model_date_start,model_date_end,type,type_date_start,type_date_end,kw,cv,category,product_line,part_number,diameter,thickness,height,width,number_of_holes,brake_disc_type,centering,min_thickness,tightening_torque,units_per_box,braking_system,wear_indicator,wva_number,fmsi,accessories,position
FERRARI,MONDIAL Convertible,03/83,12/93,3.4 T,01/89,12/93,221,300,Brake discs,Prime,09.4254.10,280mm,22mm,74mm,,5,Ventilated,67mm,20mm,,2,,,,,,
FERRARI,MONDIAL Convertible,03/83,12/93,3.4 T,01/89,12/93,221,300,Brake pads,Prime,P 85 094,,18mm,66mm,98mm,,,,,,,Teves,Prepared for wear indicator,20877,D250 7158,With anti-squeal shim,
FERRARI,MONDIAL Convertible,03/83,12/93,3.4 T,01/89,12/93,221,300,Brake pads,Prime Ceramic,P85094N,,18mm,66mm,98mm,,,,,,,Teves,Prepared for wear indicator,20877,D250 7158,With anti-squeal shim,
FERRARI,MONDIAL Convertible,03/83,12/93,8 Quattrovalvole,03/84,07/87,177,240,Brake discs,Prime,09.4297.10,282mm,22mm,56mm,,5,Ventilated,67mm,20mm,,2,,,,,,
FERRARI,MONDIAL Convertible,03/83,12/93,8 Quattrovalvole,03/84,07/87,177,240,Brake discs,Prime,09.4254.10,280mm,22mm,74mm,,5,Ventilated,67mm,20mm,,2,,,,,,
FERRARI,TESTAROSSA,05/84,12/91,4.9,05/84,12/91,287,390,Brake discs,Prime,09.3032.10,309mm,32mm,52mm,,5,Ventilated,88mm,30mm,,2,,,,,,,,,
FERRARI,TESTAROSSA,05/84,12/91,4.9,05/84,12/91,287,390,Brake discs,Prime,09.4867.10,309mm,32mm,67mm,,5,Ventilated,67mm,30mm,,2,,,,,,,,,
FERRARI,TESTAROSSA,05/84,12/91,4.9,05/84,12/91,287,390,Brake discs,Prime,09.3033.10,310mm,30mm,89mm,,5,Ventilated,88mm,27mm,,1,,,,,,,,,
FERRARI,TESTAROSSA,05/84,12/91,4.9,05/84,12/91,287,390,Brake discs,Prime,09.4868.20,310mm,30mm,89mm,,5,Ventilated,67mm,27mm,,1,,,,,,,,,
FERRARI,TESTAROSSA,05/84,12/91,4.9,05/84,12/91,287,390,Brake pads,Prime Ceramic,P06002N,,15mm,71mm,90mm,,,,,,,Teves,Prepared for wear indicator,20437,"D163 7015, D163 7090, D74 7001",With anti-squeal shim,,,,
FERRARI,TESTAROSSA,05/84,12/91,4.9,05/84,12/91,287,390,UPGRADE GT kit,GT | M6 | D,1M1.9057A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
FERRARI,TESTAROSSA,05/84,12/91,4.9,05/84,12/91,287,390,UPGRADE GT kit,GT | M6 | TY1,1M2.9057A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
FERRARI,TESTAROSSA,05/84,12/91,4.9,05/84,12/91,287,390,UPGRADE GT kit,GT | M6 | TY3,1M3.9057A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
FERRARI,TESTAROSSA,05/84,12/91,4.9,05/84,12/91,287,390,UPGRADE GT kit,GT | M6 | D,1M1.9059A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
FERRARI,TESTAROSSA,05/84,12/91,4.9,05/84,12/91,287,390,UPGRADE GT kit,GT | M6 | TY1,1M2.9059A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
FERRARI,TESTAROSSA,05/84,12/91,4.9,05/84,12/91,287,390,UPGRADE GT kit,GT | M6 | TY3,1M3.9059A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
FERRARI,TESTAROSSA,05/84,12/91,4.9,05/84,12/91,287,390,UPGRADE GT kit,GT | M4 | D,2P1.9067A_,380mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
FERRARI,TESTAROSSA,05/84,12/91,4.9,05/84,12/91,287,390,UPGRADE GT kit,GT | M4 | TY1,2P2.9067A_,380mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
FERRARI,TESTAROSSA,05/84,12/91,4.9,05/84,12/91,287,390,UPGRADE GT kit,GT | M4 | TY3,2P3.9067A_,380mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
FERRARI,TESTAROSSA,05/84,12/91,4.9,05/84,12/91,287,390,UPGRADE GT kit,GT | M4 | D,2P1.9068A_,380mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
FERRARI,TESTAROSSA,05/84,12/91,4.9,05/84,12/91,287,390,UPGRADE GT kit,GT | M4 | TY1,2P2.9068A_,380mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
FERRARI,TESTAROSSA,05/84,12/91,4.9,05/84,12/91,287,390,UPGRADE GT kit,GT | M4 | TY3,2P3.9068A_,380mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
FERRARI,TESTAROSSA,05/84,12/91,5.0,08/86,10/91,272,370,Brake discs,Prime,09.3032.10,309mm,32mm,52mm,,5,Ventilated,88mm,30mm,,2,,,,,,,,,
FERRARI,TESTAROSSA,05/84,12/91,5.0,08/86,10/91,272,370,Brake discs,Prime,09.4867.10,309mm,32mm,67mm,,5,Ventilated,67mm,30mm,,2,,,,,,,,,
FERRARI,TESTAROSSA,05/84,12/91,5.0,08/86,10/91,272,370,Brake discs,Prime,09.3033.10,310mm,30mm,89mm,,5,Ventilated,88mm,27mm,,1,,,,,,,,,
FERRARI,TESTAROSSA,05/84,12/91,5.0,08/86,10/91,272,370,Brake discs,Prime,09.4868.20,310mm,30mm,89mm,,5,Ventilated,67mm,27mm,,1,,,,,,,,,
FERRARI,TESTAROSSA,05/84,12/91,5.0,08/86,10/91,272,370,Brake pads,Prime Ceramic,P06002N,,15mm,71mm,90mm,,,,,,,Teves,Prepared for wear indicator,20437,"D163 7015, D163 7090, D74 7001",With anti-squeal shim,,,,
FERRARI,TESTAROSSA,05/84,12/91,5.0,08/86,10/91,272,370,UPGRADE GT kit,GT | M6 | D,1M1.9057A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
FERRARI,TESTAROSSA,05/84,12/91,5.0,08/86,10/91,272,370,UPGRADE GT kit,GT | M6 | TY1,1M2.9057A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
FERRARI,TESTAROSSA,05/84,12/91,5.0,08/86,10/91,272,370,UPGRADE GT kit,GT | M6 | TY3,1M3.9057A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
FERRARI,TESTAROSSA,05/84,12/91,5.0,08/86,10/91,272,370,UPGRADE GT kit,GT | M6 | D,1M1.9059A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
FERRARI,TESTAROSSA,05/84,12/91,5.0,08/86,10/91,272,370,UPGRADE GT kit,GT | M6 | TY1,1M2.9059A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
FERRARI,TESTAROSSA,05/84,12/91,5.0,08/86,10/91,272,370,UPGRADE GT kit,GT | M6 | TY3,1M3.9059A_,380mm,32mm,,,,,,,,,,,,,,,6,2 pieces,Monoblock
FERRARI,TESTAROSSA,05/84,12/91,5.0,08/86,10/91,272,370,UPGRADE GT kit,GT | M4 | D,2P1.9067A_,380mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
FERRARI,TESTAROSSA,05/84,12/91,5.0,08/86,10/91,272,370,UPGRADE GT kit,GT | M4 | TY1,2P2.9067A_,380mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
FERRARI,TESTAROSSA,05/84,12/91,5.0,08/86,10/91,272,370,UPGRADE GT kit,GT | M4 | TY3,2P3.9067A_,380mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
FERRARI,TESTAROSSA,05/84,12/91,5.0,08/86,10/91,272,370,UPGRADE GT kit,GT | M4 | D,2P1.9068A_,380mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
FERRARI,TESTAROSSA,05/84,12/91,5.0,08/86,10/91,272,370,UPGRADE GT kit,GT | M4 | TY1,2P2.9068A_,380mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
FERRARI,TESTAROSSA,05/84,12/91,5.0,08/86,10/91,272,370,UPGRADE GT kit,GT | M4 | TY3,2P3.9068A_,380mm,28mm,,,,,,,,,,,,,,,4,2 pieces,Monoblock
