brand,model,model_date_start,model_date_end,type,type_date_start,type_date_end,kw,cv,category,product_line,part_number,diameter,thickness,height,width,number_of_holes,brake_disc_type,centering,min_thickness,tightening_torque,units_per_box,braking_system,wear_indicator,wva_number,fmsi,accessories,position,max_diameter
ISUZU,MU-X SUV (UCS/UCR),11/13,>,3.0 CRDi 4x4,11/13,>,130,177,Brake pads,Prime Ceramic,P28082N,,16mm,48mm,113mm,,,,,,,Akebono,Acoustic,25434,"D1281 8397, D1585 8397",With anti-squeal shim,
ISUZU,VEHICROSS (_U_),04/97,12/01,3.2 4x4 (UGS25),04/97,12/00,158,215,Brake discs,Prime,09.6866.10,280mm,26mm,36mm,,6,Ventilated,88mm,"24,6mm",118Nm,2,,,,,,
ISUZU,VEHICROSS (_U_),04/97,12/01,3.2 4x4 (UGS25),04/97,12/00,158,215,Brake discs,Prime,09.6866.20,280mm,26mm,36mm,,6,Ventilated,88mm,"24,6mm",118Nm,2,,,,,,
ISUZU,VEHICROSS (_U_),04/97,12/01,3.2 4x4 (UGS25),04/97,12/00,158,215,Brake discs,Prime,09.7377.10,313mm,18mm,80mm,,6,Ventilated,101mm,"16,6mm",118Nm,2,,,,,,
ISUZU,VEHICROSS (_U_),04/97,12/01,3.2 4x4 (UGS25),04/97,12/00,158,215,Brake pads,Prime,P 59 020,,17mm,59mm,138mm,,,,,,,Akebono,Acoustic,"21845, 21846, 21847",D579 7459,With anti-squeal shim,
ISUZU,VEHICROSS (_U_),04/97,12/01,3.2 4x4 (UGS25),04/97,12/00,158,215,Brake pads,Prime Ceramic,P59020N,,17mm,59mm,138mm,,,,,,,Akebono,Acoustic,"21845, 21846, 21847",D579 7459,With anti-squeal shim,
ISUZU,VEHICROSS (_U_),04/97,12/01,3.2 4x4 (UGS25),04/97,12/00,158,215,Brake pads,Prime,P 59 021,,16mm,43mm,110mm,,,,,,,Sumitomo,Acoustic,"21875, 21876, 21877",D580 7460,With anti-squeal shim,
ISUZU,VEHICROSS (_U_),04/97,12/01,3.2 4x4 (UGS25),04/97,12/00,158,215,Brake pads,Prime Ceramic,P59021N,,16mm,43mm,110mm,,,,,,,Sumitomo,Acoustic,"21875, 21876, 21877",D580 7460,With anti-squeal shim,
ISUZU,WIZARD (_U_),01/93,12/04,3.0 TD 4x4 (UES73),06/98,08/02,107,146,Brake discs,Prime,09.6866.20,280mm,26mm,36mm,,6,Ventilated,88mm,"24,6mm",118Nm,2,,,,,,
ISUZU,WIZARD (_U_),01/93,12/04,3.0 TD 4x4 (UES73),06/98,08/02,107,146,Brake discs,Prime,09.7377.10,313mm,18mm,80mm,,6,Ventilated,101mm,"16,6mm",118Nm,2,,,,,,
ISUZU,WIZARD (_U_),01/93,12/04,3.0 TD 4x4 (UES73),06/98,08/02,107,146,Brake pads,Prime,P 59 020,,17mm,59mm,138mm,,,,,,,Akebono,Acoustic,"21845, 21846, 21847",D579 7459,With anti-squeal shim,
ISUZU,WIZARD (_U_),01/93,12/04,3.0 TD 4x4 (UES73),06/98,08/02,107,146,Brake pads,Prime Ceramic,P59020N,,17mm,59mm,138mm,,,,,,,Akebono,Acoustic,"21845, 21846, 21847",D579 7459,With anti-squeal shim,
ISUZU,WIZARD (_U_),01/93,12/04,3.0 TD 4x4 (UES73),06/98,08/02,107,146,Brake pads,Prime,P 59 021,,16mm,43mm,110mm,,,,,,,Sumitomo,Acoustic,"21875, 21876, 21877",D580 7460,With anti-squeal shim,
ISUZU,WIZARD (_U_),01/93,12/04,3.0 TD 4x4 (UES73),06/98,08/02,107,146,Brake pads,Prime Ceramic,P59021N,,16mm,43mm,110mm,,,,,,,Sumitomo,Acoustic,"21875, 21876, 21877",D580 7460,With anti-squeal shim,
ISUZU,WIZARD (_U_),01/93,12/04,3.1 TD 4x4 (UCS69),09/97,05/00,88,120,Brake pads,Prime,P 59 020,,17mm,59mm,138mm,,,,,,,Akebono,Acoustic,"21845, 21846, 21847",D579 7459,With anti-squeal shim,
ISUZU,WIZARD (_U_),01/93,12/04,3.1 TD 4x4 (UCS69),09/97,05/00,88,120,Brake pads,Prime Ceramic,P59020N,,17mm,59mm,138mm,,,,,,,Akebono,Acoustic,"21845, 21846, 21847",D579 7459,With anti-squeal shim,
ISUZU,WIZARD (_U_),01/93,12/04,"3.2 4x4 (UES25, UER25FW)",06/98,08/02,158,215,Brake discs,Prime,09.6866.20,280mm,26mm,36mm,,6,Ventilated,88mm,"24,6mm",118Nm,2,,,,,,
ISUZU,WIZARD (_U_),01/93,12/04,"3.2 4x4 (UES25, UER25FW)",06/98,08/02,158,215,Brake discs,Prime,09.7377.10,313mm,18mm,80mm,,6,Ventilated,101mm,"16,6mm",118Nm,2,,,,,,
ISUZU,WIZARD (_U_),01/93,12/04,"3.2 4x4 (UES25, UER25FW)",06/98,08/02,158,215,Brake pads,Prime,P 59 020,,17mm,59mm,138mm,,,,,,,Akebono,Acoustic,"21845, 21846, 21847",D579 7459,With anti-squeal shim,
ISUZU,WIZARD (_U_),01/93,12/04,"3.2 4x4 (UES25, UER25FW)",06/98,08/02,158,215,Brake pads,Prime Ceramic,P59020N,,17mm,59mm,138mm,,,,,,,Akebono,Acoustic,"21845, 21846, 21847",D579 7459,With anti-squeal shim,
ISUZU,WIZARD (_U_),01/93,12/04,"3.2 4x4 (UES25, UER25FW)",06/98,08/02,158,215,Brake pads,Prime,P 59 021,,16mm,43mm,110mm,,,,,,,Sumitomo,Acoustic,"21875, 21876, 21877",D580 7460,With anti-squeal shim,
ISUZU,WIZARD (_U_),01/93,12/04,"3.2 4x4 (UES25, UER25FW)",06/98,08/02,158,215,Brake pads,Prime Ceramic,P59021N,,16mm,43mm,110mm,,,,,,,Sumitomo,Acoustic,"21875, 21876, 21877",D580 7460,With anti-squeal shim,
